Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Pakistan,PAK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.747833829,0.74177304,0.762850323,0.776618469,0.840018833,0.852356025,0.890578012,0.946883805,0.926721426,0.904916986,0.944500917,0.93604803,0.908401634,0.914224403,0.933991503,0.945421162,0.987832348,..,..
Pakistan,PAK,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,450.0578734,446.0109859,440.2513011,449.5780885,470.9897597,477.2908735,485.9415342,500.43205,481.0217521,477.4711307,473.8497373,467.2175434,462.6770106,464.0383586,460.2347972,..,..,..,..
Sri Lanka,LKA,Control of Corruption: Estimate,CC.EST,-0.1829986,..,-0.1835918,-0.2262302,-0.1458181,-0.3397865,-0.2000842,-0.1529482,-0.2252109,-0.3974278,-0.4213479,-0.3932713,-0.2367883,-0.214865,-0.3438567,-0.3441554,-0.3107294,-0.4518619,-0.3355731
Sri Lanka,LKA,Forest area (% of land area),AG.LND.FRST.ZS,34.9545527,34.71854491,34.48253711,34.24653321,34.01052542,33.77451762,33.72667836,33.6788391,33.63099984,33.58316058,33.53532132,33.43007339,33.32482935,33.21958143,33.11433739,33.00908946,32.90384153,..,..
Sri Lanka,LKA,Population density (people per sq. km of land area),EN.POP.DNST,299.4355127,301.57439,303.9783448,306.5545686,309.1556849,311.6725881,314.0802424,316.4095679,318.6730027,320.897911,323.1021687,325.2857598,325.7056291,328.2570563,331.3347154,334.396428,338.1119439,341.9550311,345.558922
Sri Lanka,LKA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,64.15656553,62.92774237,62.09988588,61.30121413,61.60870184,60.07623083,62.17400405,60.1968626,61.57084203,63.50919518,61.84228066,59.24946453,60.6912926,59.87225334,57.58518113,52.87589204,..,..,..
Sri Lanka,LKA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,19.92731504,20.0666052,14.27932254,13.23051488,12.54380414,11.81947682,11.33628023,11.68316433,13.37920077,12.6919713,8.496140278,8.831663963,7.449325527,7.666516518,8.006609793,8.184271461,7.426799696,7.833029204,7.924707814
Sri Lanka,LKA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.545238127,0.552229542,0.579987695,0.576258098,0.634395262,0.619140825,0.608064532,0.622623506,0.610861328,0.65473331,0.654610165,0.742076616,0.786362791,0.724493029,0.862657426,0.959155699,1.101846767,..,..
Sri Lanka,LKA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,443.4264526,425.6340906,430.0446815,451.6189289,453.8068586,460.5093132,461.1367746,466.7071598,456.0943403,449.5265438,480.7718608,512.6741106,551.0207099,487.3784309,515.5110213,..,..,..,..
Uganda,UGA,Control of Corruption: Estimate,CC.EST,-0.8738403,..,-0.9083948,-0.8139555,-0.7794363,-0.8235874,-0.7859881,-0.8213381,-0.8326218,-0.901867,-0.9175547,-0.9205488,-0.9884557,-1.042657,-1.085041,-1.051651,-1.056744,-1.042836,-1.038054
Uganda,UGA,Forest area (% of land area),AG.LND.FRST.ZS,19.36339523,18.92297683,18.48255843,18.04214003,17.60172164,17.16130324,16.48466067,15.80801811,15.13137432,14.45473175,13.72930381,13.0550571,12.38081038,11.70656245,11.03231573,10.35806902,9.683822306,..,..
Uganda,UGA,Population density (people per sq. km of land area),EN.POP.DNST,118.3633051,122.0607978,125.9559431,130.026285,134.2340073,138.5545518,142.9932186,147.5718833,152.3033682,157.2048246,161.7203621,166.9505236,172.3477359,178.0133952,184.0821265,190.6316228,197.723449,205.2786006,213.0617345
Uganda,UGA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,93.90604626,94.15308823,94.31779241,94.2259279,93.92102718,92.80583388,92.4206124,92.30914666,92.28420872,92.43868599,91.60617339,91.09121326,91.26617591,90.75016556,90.22213006,89.05794898,..,..,..
Uganda,UGA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,27.50910688,27.85024148,23.433428,24.50702258,21.67035264,25.07493613,24.03493298,22.27811368,21.38459856,33.70788729,31.96911532,28.40300806,26.65641249,25.77605217,24.60822367,23.29637597,22.4278865,23.45883538,22.80939552
